Year,Date,Location,Observer,Transect,Quadrat,S.filiforme,T.testudinum,H.wrightii,Halophilastipulacae,PecentSeagrassCover,NumberShoots,NumberShootsH.stipulacae ,SubquadratSize(cmsquared),Height(mm),Height(mm)H.stipulacea,CalculatedSpeciesHeight(mm),PercentMACA,PercentEpiphytes,Grazing/Notes,
2015,9/30/15,North,AD/ST/MD,6,5,7,0,0,0,7,18,18,0.04,70,70,70,10,0,,
2015,9/30/15,North,AD/ST/MD,6,6,25,0,0,0,25,36,36,0.04,35,35,35,0,0,,
2015,9/30/15,North,AD/ST/MD,6,7,5,0,0,5,10,38,38,0.04,20,20,20,0,0,,
2015,9/30/15,North,AD/ST/MD,6,8,10,0,0,1,11,65,0,0.04,25,,25,0,0,,
2015,9/30/15,North,AD/ST/MD,6,9,10,0,0,0,10,75,0,0.04,15,,15,10,0,,
2015,9/30/15,North,AD/ST/MD,6,10,3,0,0,0,3,45,0,0.04,75,,75,0,0,,
2015,9/30/15,South,BG/MD/PH,7,1,0,0,0,80,80,6,6,0.04,,95,95,0,0,,
2015,9/30/15,South,BG/MD/PH,7,2,0,0,0,80,80,12,12,0.04,,80,80,0,0,,
2015,9/30/15,South,BG/MD/PH,7,3,0,0,0,90,90,11,11,0.04,,95,95,0,0,,
2015,9/30/15,South,BG/MD/PH,7,4,0,0,0,15,15,7,7,0.04,,50,50,0,0,,
2015,9/30/15,South,BG/MD/PH,7,5,0,0,0,80,80,12,12,0.04,,80,80,0,0,,
2015,9/30/15,South,BG/MD/PH,7,6,0,0,0,80,80,12,12,0.04,,120,120,0,0,,
2015,9/30/15,South,BG/MD/PH,7,7,0,0,0,50,50,18,18,0.04,,190,190,0,0,,
2015,9/30/15,South,BG/MD/PH,7,8,0,0,0,80,80,18,18,0.04,,80,80,5,0,,
2015,9/30/15,South,BG/MD/PH,7,9,0,0,0,50,50,16,16,0.04,,75,75,4,0,,
2015,9/30/15,South,BG/MD/PH,7,10,0,0,0,2,2,1,1,0.04,,25,25,3,0,,
2015,9/30/15,Central,BG/MD/PH,8,1,0,0,0,90,90,13,13,0.04,,60,60,0,0,,
2015,9/30/15,Central,BG/MD/PH,8,2,0,0,0,80,80,14,14,0.04,,100,100,10,0,,
2015,9/30/15,Central,BG/MD/PH,8,3,0,0,0,90,90,11,11,0.04,,70,70,0,0,,
2015,9/30/15,Central,BG/MD/PH,8,4,0,0,0,80,80,9,9,0.04,,80,80,0,0,,
2015,9/30/15,Central,BG/MD/PH,8,5,10,0,0,70,80,16,16,0.04,,70,70,0,0,,
2015,9/30/15,Central,BG/MD/PH,8,6,12,0,0,50,62,11,11,0.04,,40,40,0,0,,
2015,9/30/15,Central,BG/MD/PH,8,7,5,0,0,40,45,15,15,0.04,,30,30,0,0,,
2015,9/30/15,Central,BG/MD/PH,8,8,7,0,0,40,47,9,9,0.04,,30,30,0,0,,
2015,9/30/15,Central,BG/MD/PH,8,9,5,0,0,50,55,10,10,0.04,,50,50,0,0,,
2015,9/30/15,Central,BG/MD/PH,8,10,0,0,0,0,0,0,0,0.04,,,,3,0,,
2015,9/30/15,North,BG/MD/PH,9,1,5,0,0,0,5,2,2,0.04,,50,50,1,0,,
2015,9/30/15,North,BG/MD/PH,9,2,3,0,0,0,3,3,3,0.04,,50,50,2,0,,
2015,9/30/15,North,BG/MD/PH,9,3,8,0,0,0,8,7,7,0.04,,20,20,2,0,,
2015,9/30/15,North,BG/MD/PH,9,4,3,0,0,0,3,3,3,0.04,,50,50,2,0,,
2015,9/30/15,North,BG/MD/PH,9,5,5,0,0,0,5,7,7,0.04,,30,30,0,0,,
2015,9/30/15,North,BG/MD/PH,9,6,5,0,0,0,5,4,4,0.04,,20,20,0,0,,
2015,9/30/15,North,BG/MD/PH,9,7,2,0,0,0,2,0,0,0.04,,,,1,0,,
2015,9/30/15,North,BG/MD/PH,9,8,10,0,0,0,10,7,7,0.04,,20,20,0,0,,
2015,9/30/15,North,BG/MD/PH,9,9,70,0,0,0,70,8,8,0.04,,60,60,3,0,,
2015,9/30/15,North,BG/MD/PH,9,10,75,0,0,0,75,10,10,0.04,,120,120,0,0,,
2015,9/30/15,North,LO/JC/EB,10,1,15,0,0,0,15,24,0,0.04,8,,8,0,0,,
2015,9/30/15,North,LO/JC/EB,10,2,10,0,0,0,10,5,0,0.04,5,,5,0,0,,
2015,9/30/15,North,LO/JC/EB,10,3,0,0,0,0,0,10,0,0.04,6,,6,0,0,,
2015,9/30/15,North,LO/JC/EB,10,4,12,0,0,0,12,16,0,0.04,5,,5,0,0,,
2015,9/30/15,North,LO/JC/EB,10,5,10,0,0,0,10,28,0,0.04,4,,4,0,0,,
2015,9/30/15,North,LO/JC/EB,10,6,16,0,0,0,16,25,0,0.04,8,,8,0,0,,
2015,9/30/15,North,LO/JC/EB,10,7,10,0,0,0,10,22,0,0.04,7,,7,0,0,,
2015,9/30/15,North,LO/JC/EB,10,8,2,0,0,0,2,0,0,0.04,,,,0,0,,
2015,9/30/15,North,LO/JC/EB,10,9,3,0,0,0,3,8,0,0.04,6,,6,0,0,,
2015,9/30/15,North,LO/JC/EB,10,10,1,0,10,0,11,14,0,0.04,5,,5,30,0,,
2015,9/30/15,South,LO/JC/EB,11,1,0,0,0,80,80,60,60,0.04,70,70,70,0,0,,
2015,9/30/15,South,LO/JC/EB,11,2,3,0,0,90,93,70,70,0.04,70,70,70,0,0,,
2015,9/30/15,South,LO/JC/EB,11,3,5,0,0,60,65,112,112,0.04,60,60,60,0,0,,
2015,9/30/15,South,LO/JC/EB,11,4,5,0,0,80,85,64,64,0.04,65,65,65,0,0,,
2015,9/30/15,South,LO/JC/EB,11,5,3,0,0,85,88,68,68,0.04,60,60,60,0,0,,
2015,9/30/15,South,LO/JC/EB,11,6,3,0,0,90,93,50,50,0.04,50,50,50,0,0,,
2015,9/30/15,South,LO/JC/EB,11,7,5,0,0,90,95,75,75,0.04,50,50,50,0,0,,
2015,9/30/15,South,LO/JC/EB,11,8,5,0,0,90,95,80,80,0.04,50,50,50,0,0,,
2015,9/30/15,South,LO/JC/EB,11,9,5,0,0,90,95,70,70,0.04,50,50,50,0,0,,
2015,9/30/15,South,LO/JC/EB,11,10,,0,0,95,95,70,70,0.04,40,40,40,0,0,,
2015,9/30/15,Central,LO/JC/EB,12,1,5,0,0,0,5,23,0,0.04,132,,132,30,0,MACA,
2015,9/30/15,Central,LO/JC/EB,12,2,5,0,0,0,5,16,0,0.04,142,,142,30,0,MACA,
2015,9/30/15,Central,LO/JC/EB,12,3,20,0,0,0,20,34,0,0.04,94,,94,45,0,MACA & Dictyota,
2015,9/30/15,Central,LO/JC/EB,12,4,15,0,0,0,15,12,0,0.04,65,,65,30,0,MACA,
2015,9/30/15,Central,LO/JC/EB,12,5,10,0,0,0,10,26,0,0.04,85,,85,30,0,MACA,
2015,9/30/15,Central,LO/JC/EB,12,6,20,0,0,0,20,22,0,0.04,78,,78,40,0,MACA & Dictyota,
2015,9/30/15,Central,LO/JC/EB,12,7,20,0,0,0,20,27,0,0.04,122,,122,40,0,MACA & Dictyota,
2015,9/30/15,Central,LO/JC/EB,12,8,30,0,0,0,30,26,0,0.04,105,,105,50,0,MACA & Dictyota,
2015,9/30/15,Central,LO/JC/EB,12,9,30,0,0,0,30,10,0,0.04,137,,137,40,0,MACA & Dictyota,
2015,9/30/15,Central,LO/JC/EB,12,10,30,0,0,0,30,22,0,0.04,45,,45,45,0,MACA & Dictyota,
2016,10/3/16,South,"AJ, CC, KE",1,1,0,0,0,80,80,31,31,0.04,40,40,40,0,0,,
2016,10/3/16,South,"AJ, CC, KE",1,2,0,0,0,65,65,52,52,0.04,45,45,45,0,0,little grazing on top of some leaves,
2016,10/3/16,South,"AJ, CC, KE",1,3,0,0,0,75,75,34,34,0.04,43,43,43,0,0,,
2016,10/3/16,South,"AJ, CC, KE",1,4,0,0,0,55,55,45,45,0.04,40,40,40,0,0,,
2016,10/3/16,South,"AJ, CC, KE",1,5,0,0,0,90,90,28,28,0.04,40,40,40,0,0,,
2016,10/3/16,South,"AJ, CC, KE",1,6,0,0,0,94,94,58,58,0.04,45,45,45,0,0,,
2016,10/3/16,South,"AJ, CC, KE",1,7,0,0,0,92,92,35,35,0.04,50,50,50,0,0,,
2016,10/3/16,South,"AJ, CC, KE",1,8,0,0,0,90,90,33,33,0.04,45,45,45,0,0,,
2016,10/3/16,South,"AJ, CC, KE",1,9,0,0,0,86,86,23,23,0.04,50,50,50,0,0,,
2016,10/3/16,South,"AJ, CC, KE",1,10,0,0,0,90,90,25,25,0.04,50,50,50,0,0,,
2016,10/3/16,Central,"AJ, CC, KE",2,1,0,0,0,60,60,27,27,0.04,45,45,45,0,0,> 10 snails,
2016,10/3/16,Central,"AJ, CC, KE",2,2,2,0,0,58,60,18,18,0.04,36,36,36,0,0,,
2016,10/3/16,Central,"AJ, CC, KE",2,3,2,0,0,65,67,19,19,0.04,29,29,29,0,0,,
2016,10/3/16,Central,"AJ, CC, KE",2,4,3,0,0,55,58,25,25,0.04,38,38,38,0,0,,
2016,10/3/16,Central,"AJ, CC, KE",2,5,1,0,2,50,53,15,15,0.04,33,33,33,0,0,,
2016,10/3/16,Central,"AJ, CC, KE",2,6,1,0,0,52,53,22,22,0.04,36,36,36,0,0,,
2016,10/3/16,Central,"AJ, CC, KE",2,7,0,0,0,75,75,23,23,0.04,37,37,37,0,0,,
2016,10/3/16,Central,"AJ, CC, KE",2,8,0,0,0,40,40,35,35,0.04,39,39,39,0,0,,
2016,10/3/16,Central,"AJ, CC, KE",2,9,0,0,0,75,75,25,25,0.04,48,48,48,0,0,substantial grazing on tops of a few blades,
2016,10/3/16,Central,"AJ, CC, KE",2,10,0,0,0,94,94,26,26,0.04,39,39,39,0,0,,
2016,10/3/16,North,"AJ, CC, KE",3,1,1,0,5,15,21,56,43,0.04,75,,75,1,0,MACA halimeda,
2016,10/3/16,North,"AJ, CC, KE",3,2,1,0,4,9,14,34,26,0.04,,18,18,0,0,,
2016,10/3/16,North,"AJ, CC, KE",3,3,1,0,2,10,13,27,20,0.04,,21,21,0,0,,
2016,10/3/16,North,"AJ, CC, KE",3,4,4,0,1,15,20,45,27,0.04,,19,19,0,0,2 conch,
2016,10/3/16,North,"AJ, CC, KE",3,5,2,0,3,8,13,54,37,0.04,,22,22,1,0,1 conch,
2016,10/3/16,North,"AJ, CC, KE",3,6,1,0,7,3,11,38,15,0.04,38,,38,0,0,cyano bacteria,
2016,10/3/16,North,"AJ, CC, KE",3,7,1,0,3,0,4,11,0,0.04,70,,70,0,0,,
2016,10/3/16,North,"AJ, CC, KE",3,8,2,0,1,0,3,9,0,0.04,40,,40,0,0,"grazing on sf, all very short",
2016,10/3/16,North,"AJ, CC, KE",3,9,27,0,4,0,31,45,0,0.04,30,,30,0,0,10% of sf grazed,
2016,10/3/16,North,"AJ, CC, KE",3,10,60,0,8,0,68,68,0,0.04,100,,100,0,0,,
2016,10/3/16,South,AG/DES,4,1,0,0,0,70,70,56,56,0.04,38,38,38,0,0,,
2016,10/3/16,South,AG/DES,4,2,0,0,0,50,50,50,50,0.04,72,72,72,0,0,,
2016,10/3/16,South,AG/DES,4,3,0,0,0,85,85,63,63,0.04,71,71,71,0,0,,
2016,10/3/16,South,AG/DES,4,4,0,0,0,85,85,70,70,0.04,58,58,58,0,0,,
2016,10/3/16,South,AG/DES,4,5,0,0,0,40,40,75,75,0.04,39,39,39,0,0,,
2016,10/3/16,South,AG/DES,4,6,1,0,0,30,31,54,50,0.04,50,50,50,0,0,,
2016,10/3/16,South,AG/DES,4,7,1,0,0,40,41,58,57,0.04,78,78,78,0,0,,
2016,10/3/16,South,AG/DES,4,8,0,0,0,50,50,50,50,0.04,55,55,55,0,0,,
2016,10/3/16,South,AG/DES,4,9,1,0,0,25,26,52,52,0.04,59,59,59,0,0,,
2016,10/3/16,South,AG/DES,4,10,0,0,0,80,80,80,80,0.04,49,49,49,0,0,,
2016,10/3/16,Central,AG/DES,5,1,0,0,0,75,75,55,55,0.04,65,65,65,0,0,,
2016,10/3/16,Central,AG/DES,5,2,0,0,0,80,80,43,43,0.04,70,70,70,0,0,,
2016,10/3/16,Central,AG/DES,5,3,0,0,0,65,65,63,63,0.04,59,59,59,0,0,,
2016,10/3/16,Central,AG/DES,5,4,2,0,0,75,77,86,86,0.04,61,61,61,0,0,,
2016,10/3/16,Central,AG/DES,5,5,2,0,0,55,57,90,90,0.04,63,63,63,0,0,,
2016,10/3/16,Central,AG/DES,5,6,0,0,0,40,40,76,76,0.04,58,58,58,0,0,,
2016,10/3/16,Central,AG/DES,5,7,0,0,0,38,38,77,77,0.04,42,42,42,0,0,,
2016,10/3/16,Central,AG/DES,5,8,0,0,0,60,60,139,139,0.04,48,48,48,0,0,,
2016,10/3/16,Central,AG/DES,5,9,3,0,0,60,63,79,63,0.04,47,46,47,0,0,,
2016,10/3/16,North,AG/DES,5,10,15,0,0,50,65,123,102,0.04,58,48,58,3,0,,
2016,10/3/16,North,"LJ, KE, TS",6,4,0,0,0,80,80,42,42,0.04,,60,60,0,0,,
2016,10/3/16,North,"LJ, KE, TS",6,5,0,0,0,65,65,21,21,0.04,,80,80,0,0,,
2016,10/3/16,North,"LJ, KE, TS",6,6,0,0,0,52,52,33,33,0.04,,50,50,0,0,,
2016,10/3/16,North,"LJ, KE, TS",6,7,0,0,0,20,20,22,22,0.04,,50,50,0,0,,
2016,10/3/16,North,"LJ, KE, TS",6,8,0,0,0,38,38,20,20,0.04,,50,50,0,0,,
2016,10/3/16,North,"LJ, KE, TS",6,9,0,0,0,60,60,15,15,0.04,,20,20,0,0,,
2016,10/3/16,North,"LJ, KE, TS",6,10,0,0,0,0,0,0,0,0,,,,0,0,,
2016,10/3/16,North,AG/DES,6,1,0,0,0,50,50,55,55,0.04,58,58,58,0,0,,
2016,10/3/16,North,AG/DES,6,2,1,0,0,35,36,75,75,0.04,20,20,20,0,0,,
2016,10/3/16,North,AG/DES,6,3,0,0,0,45,45,37,37,0.04,28,28,28,0,0,,
2016,10/3/16,South,"LJ, KE, TS",7,1,0,0,0,97,97,31,31,0.04,,110,110,0,0,snails,
2016,10/3/16,South,"LJ, KE, TS",7,2,0,0,0,93,93,26,26,0.04,,100,100,0,0,snails,
2016,10/3/16,South,"LJ, KE, TS",7,3,0,0,0,93,93,12,12,0.04,,80,80,0,0,,
2016,10/3/16,South,"LJ, KE, TS",7,4,0,0,0,95,95,16,16,0.04,,85,85,0,0,snails,
2016,10/3/16,South,"LJ, KE, TS",7,5,0,0,0,85,85,22,22,0.04,,105,105,0,0,,
2016,10/3/16,South,"LJ, KE, TS",7,6,0,0,0,85,85,20,20,0.04,,150,150,0,0,,
2016,10/3/16,South,"LJ, KE, TS",7,7,1,0,0,94,95,104,29,0.04,,70,70,0,0,,
2016,10/3/16,South,"LJ, KE, TS",7,8,10,0,0,88,98,41,23,0.04,,50,50,0,0,,
2016,10/3/16,South,"LJ, KE, TS",7,9,5,0,0,75,80,49,33,0.04,,20,20,0,0,snails,
2016,10/3/16,South,"LJ, KE, TS",7,10,15,0,0,75,90,42,17,0.04,,110,110,0,0,,
2016,10/3/16,South,"LJ, KE, TS",8,1,0,0,0,87,87,20,20,0.04,,65,65,0,0,,
2016,10/3/16,South,"LJ, KE, TS",8,2,0,0,0,85,85,34,34,0.04,,40,40,0,0,,
2016,10/3/16,South,"LJ, KE, TS",8,3,0,0,0,95,95,30,30,0.04,,70,70,0,0,,
2016,10/3/16,South,"LJ, KE, TS",8,4,0,0,0,92,92,29,29,0.04,,80,80,0,0,,
2016,10/3/16,South,"LJ, KE, TS",8,5,0,0,0,97,97,37,37,0.04,,60,60,0,0,,
2016,10/3/16,South,"LJ, KE, TS",8,6,0,0,0,95,95,39,39,0.04,,80,80,0,0,snail,
2016,10/3/16,South,"LJ, KE, TS",8,7,0,0,0,97,97,40,40,0.04,,70,70,0,0,,
2016,10/3/16,South,"LJ, KE, TS",8,8,0,0,0,0,0,15,15,0.04,,40,40,0,0,,
2016,10/3/16,South,"LJ, KE, TS",8,9,0,0,0,30,30,25,25,0.04,,,,0,0,,
2016,10/3/16,South,"LJ, KE, TS",8,10,0,0,0,0,0,28,28,0.04,,,,0,0,,
2016,10/3/16,South,"LJ, KE, TS",9,1,0,0,0,98,98,25,25,0.04,,60,60,0,0,snails,
2016,10/3/16,South,"LJ, KE, TS",9,2,0,0,0,95,95,28,28,0.04,,60,60,0,0,snails,
2016,10/3/16,South,"LJ, KE, TS",9,3,0,0,0,98,98,24,24,0.04,,70,70,0,0,snails,
2016,10/3/16,South,"LJ, KE, TS",9,4,0,0,0,95,95,32,32,0.04,,50,50,0,0,snails,
2016,10/3/16,South,"LJ, KE, TS",9,5,0,0,0,92,92,25,25,0.04,,70,70,0,0,snails,
2016,10/3/16,South,"LJ, KE, TS",9,6,2,0,0,90,92,30,20,0.04,150,50,150,0,0,snails,
2016,10/3/16,South,"LJ, KE, TS",9,7,4,0,0,94,98,42,30,0.04,180,60,180,0,0,snails,
2016,10/3/16,South,"LJ, KE, TS",9,8,1,0,0,95,96,56,31,0.04,100,70,100,0,0,snails,
2016,10/3/16,South,"LJ, KE, TS",9,9,2,0,0,95,97,32,22,0.04,150,60,150,0,0,snails,
2016,10/3/16,Central,"LJ, KE, TS",10,10,1,0,0,85,86,38,30,0.04,100,50,100,0,0,snails,
2016,10/3/16,Central,"LJ, KE, TS",10,1,0,0,0,96,96,30,30,0.04,,70,70,0,0,,
2016,10/3/16,Central,"LJ, KE, TS",10,2,0,0,0,92,92,35,35,0.04,,60,60,0,0,,
2016,10/3/16,Central,"LJ, KE, TS",10,3,0,0,0,98,98,28,28,0.04,,60,60,0,0,,
2016,10/3/16,Central,"LJ, KE, TS",10,4,0,0,0,95,95,25,25,0.04,,60,60,0,0,snail,
2016,10/3/16,Central,"LJ, KE, TS",10,5,0,0,0,89,89,31,31,0.04,,50,50,0,0,,
2016,10/3/16,Central,"LJ, KE, TS",10,6,0,0,0,96,96,32,32,0.04,,70,70,0,0,,
2016,10/3/16,Central,"LJ, KE, TS",10,7,0,0,0,98,98,22,22,0.04,,60,60,0,0,,
2016,10/3/16,Central,"LJ, KE, TS",10,8,0,0,0,98,98,35,35,0.04,,70,70,0,0,,
2016,10/3/16,Central,"LJ, KE, TS",10,9,0,0,0,97,97,26,26,0.04,,50,50,0,0,,
2016,10/3/16,Central,"LJ, KE, TS",10,10,0,0,0,98,98,30,30,0.04,,60,60,0,0,,
2017,12/6/17,South,"KH, JT, KJ",1,1,0,0,0,40,40,20,20,0.04,8,8,8,0,0,,
2017,12/6/17,South,"KH, JT, KJ",1,2,0,0,0,45,45,52,52,0.04,6,6,6,0,0,,
2017,12/6/17,South,"KH, JT, KJ",1,3,0,0,0,15,15,31,31,0.04,10,10,10,0,0,,
2017,12/6/17,South,"KH, JT, KJ",1,4,0,0,0,10,10,23,23,0.04,3,3,3,0,0,,
2017,12/6/17,South,"KH, JT, KJ",1,5,0,0,0,20,20,28,28,0.04,8,8,8,0,0,,
2017,12/6/17,South,"KH, JT, KJ",1,6,0,0,0,15,15,40,40,0.04,7,7,7,0,0,,
2017,12/6/17,South,"KH, JT, KJ",1,7,0,0,0,5,5,23,23,0.04,8,8,8,0,0,,
2017,12/6/17,South,"KH, JT, KJ",1,8,0,0,0,3,3,18,18,0.04,8,8,8,2,0,,
2017,12/6/17,South,"KH, JT, KJ",1,9,0,0,0,3,3,22,22,0.04,4,4,4,0,0,,
2017,12/6/17,South,"KH, JT, KJ",1,10,0,0,0,3,3,13,13,0.04,4,4,4,0,0,,
2017,12/6/17,Central,"KH, JT, KJ",2,1,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,Central,"KH, JT, KJ",2,2,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,Central,"KH, JT, KJ",2,3,0,0,0,1,1,21,21,0.04,8,,8,0,0,,
2017,12/6/17,Central,"KH, JT, KJ",2,4,0,0,0,1,1,18,,0.04,7,,7,0,0,,
2017,12/6/17,Central,"KH, JT, KJ",2,5,1,0,0,0,1,6,0,1,33,,33,0,0,,
2017,12/6/17,Central,"KH, JT, KJ",2,6,2,0,0,1,3,7,7,0.04,25,25,25,0,0,,
2017,12/6/17,Central,"KH, JT, KJ",2,7,1,0,0,0,1,7,,1,60,,60,0,0,,
2017,12/6/17,Central,"KH, JT, KJ",2,8,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,Central,"KH, JT, KJ",2,9,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,Central,"KH, JT, KJ",2,10,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,North,"KH, JT, KJ",3,1,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,North,"KH, JT, KJ",3,2,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,North,"KH, JT, KJ",3,3,0,0,0,0,0,0,0,0.04,,,,0,0,light grazing,
2017,12/6/17,North,"KH, JT, KJ",3,4,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,North,"KH, JT, KJ",3,5,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,North,"KH, JT, KJ",3,6,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,North,"KH, JT, KJ",3,7,0,0,0,0,0,0,0,0.04,,,,0,0,light grazing,
2017,12/6/17,North,"KH, JT, KJ",3,8,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,North,"KH, JT, KJ",3,9,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,North,"KH, JT, KJ",3,10,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,South,"AP,KF,MA,OC",4,1,0,0,0,5,5,0,0,0.04,20,20,20,0,0,,
2017,12/6/17,South,"AP,KF,MA,OC",4,2,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,South,"AP,KF,MA,OC",4,3,0,0,0,25,25,3,3,0.04,,,,0,0,,
2017,12/6/17,South,"AP,KF,MA,OC",4,4,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,South,"AP,KF,MA,OC",4,5,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,South,"AP,KF,MA,OC",4,6,0,0,0,17,17,32,32,0.04,25,25,25,0,0,,
2017,12/6/17,South,"AP,KF,MA,OC",4,7,0,0,0,25,25,27,27,0.04,21,21,21,0,0,,
2017,12/6/17,South,"AP,KF,MA,OC",4,8,0,0,0,45,45,32,32,0.04,24,24,24,0,0,,
2017,12/6/17,South,"AP,KF,MA,OC",4,9,0,0,0,85,85,57,57,0.04,24,24,24,0,0,,
2017,12/6/17,South,"AP,KF,MA,OC",4,10,0,0,0,70,70,50,50,0.04,24,24,24,0,0,,
2017,12/6/17,Central,"AP,KF,MA,OC",5,1,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,Central,"AP,KF,MA,OC",5,2,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,Central,"AP,KF,MA,OC",5,3,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,Central,"AP,KF,MA,OC",5,4,0,0,0,2,2,18,18,1,21,21,21,0,0,,
2017,12/6/17,Central,"AP,KF,MA,OC",5,5,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,Central,"AP,KF,MA,OC",5,6,0,0,0,8,8,14,14,0.04,30,30,30,0,0,,
2017,12/6/17,Central,"AP,KF,MA,OC",5,7,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,Central,"AP,KF,MA,OC",5,8,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,Central,"AP,KF,MA,OC",5,9,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,Central,"AP,KF,MA,OC",5,10,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,South,"AP,KF,MA,OC",6,1,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,South,"AP,KF,MA,OC",6,2,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,South,"AP,KF,MA,OC",6,3,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,South,"AP,KF,MA,OC",6,4,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,South,"AP,KF,MA,OC",6,5,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,South,"AP,KF,MA,OC",6,6,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,South,"AP,KF,MA,OC",6,7,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,South,"AP,KF,MA,OC",6,8,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,South,"AP,KF,MA,OC",6,9,0,0,0,0,0,0,0,0.04,,,,0,0,,
2017,12/6/17,South,"AP,KF,MA,OC",6,10,0,0,0.01,0,0.01,1,0,0.04,70,,70,0,0,,
2017,12/6/17,South,"Jessica Nagel, Antonio Farchette, Martha Raymore",7,1,0,0,0,50,50,30,30,0.04,1,1,1,,,,
2017,12/6/17,South,"Jessica Nagel, Antonio Farchette, Martha Raymore",7,2,0,0,0,50,50,30,30,0.04,3,3,3,,,,
2017,12/6/17,South,"Jessica Nagel, Antonio Farchette, Martha Raymore",7,3,0,0,0,20,20,0,0,0.04,3,3,3,,,,
2017,12/6/17,South,"Jessica Nagel, Antonio Farchette, Martha Raymore",7,4,0,0,0,25,25,21,21,0.04,5,5,5,,,,
2017,12/6/17,South,"Jessica Nagel, Antonio Farchette, Martha Raymore",7,5,0,0,0,50,50,28,28,0.04,2,2,2,,,,
2017,12/6/17,South,"Jessica Nagel, Antonio Farchette, Martha Raymore",7,6,0,0,0,20,20,41,41,0.04,2,2,2,,,,
2017,12/6/17,South,"Jessica Nagel, Antonio Farchette, Martha Raymore",7,7,0,0,0,35,35,58,58,0.04,2,2,2,,,,
2017,12/6/17,South,"Jessica Nagel, Antonio Farchette, Martha Raymore",7,8,0,0,0,35,35,53,53,0.04,2,2,2,,,,
2017,12/6/17,South,"Jessica Nagel, Antonio Farchette, Martha Raymore",7,9,0,0,0,15,15,26,26,0.04,1,1,1,,,,
2017,12/6/17,Central,"Jessica Nagel, Antonio Farchette, Martha Raymore",8,1,0,0,0,5,5,0,0,0.04,2,2,2,,,,
2017,12/6/17,Central,"Jessica Nagel, Antonio Farchette, Martha Raymore",8,2,0,0,0,2,2,9,9,0.04,1,1,1,,,,
2017,12/6/17,Central,"Jessica Nagel, Antonio Farchette, Martha Raymore",8,3,0,0,0,0,0,0,0,0.04,,,,,,,
2017,12/6/17,Central,"Jessica Nagel, Antonio Farchette, Martha Raymore",8,4,0,0,0,1,1,0,0,0.04,3,3,3,,,,
2017,12/6/17,Central,"Jessica Nagel, Antonio Farchette, Martha Raymore",8,5,0,0,0,1,1,0,0,0.04,1,1,1,,,,
2017,12/6/17,Central,"Jessica Nagel, Antonio Farchette, Martha Raymore",8,6,0,0,0,0,0,0,0,0.04,,,,,,,
2017,12/6/17,Central,"Jessica Nagel, Antonio Farchette, Martha Raymore",8,7,0,0,0,0,0,0,0,0.04,,,,,,,
2017,12/6/17,Central,"Jessica Nagel, Antonio Farchette, Martha Raymore",8,8,0,0,0,0,0,0,0,0.04,,,,,,,
2017,12/6/17,Central,"Jessica Nagel, Antonio Farchette, Martha Raymore",8,9,0,0,0,5,5,35,35,0.04,2,2,2,,,,
2017,12/6/17,Central,"Jessica Nagel, Antonio Farchette, Martha Raymore",8,10,0,0,0,0.5,0.5,0,0,0.04,2,2,2,,,,
