"","Common.Names","Date","Site_Number","Depth_Bin","Fish_Number","Size","Observer","data.entry.questions","Common_Names","X","Size_Bins","Scientific.Names","Family"
"434","Dwarf Sand Perch","2/18/23",11,"Deep",1201,"3-4cm","Greg","","",NA,"","Diplectrum bivittatum","Serranidae "
"435","Dwarf Sand Perch","2/22/23",15,"Intermediate",451,"3-4cm","Natalie","","",NA,"","Diplectrum bivittatum","Serranidae "
"436","Dwarf Sand Perch","2/16/23",6,"Deep",1118,"2-3cm","James","","",NA,"","Diplectrum bivittatum","Serranidae "
"437","Dwarf Sand Perch","2/12/23",1,"Shallow",51,"3-4cm","Darian ","","Redband Parrotfish",NA,"59","Diplectrum bivittatum","Serranidae "
"438","Dwarf Sand Perch","2/12/23",2,"Intermediate",132,"4-5cm","Darian ","","",NA,"136","Diplectrum bivittatum","Serranidae "
"439","Dwarf Sand Perch","2/16/23",7,"Shallow",1454,"3-4cm","Jordan ","","",NA,"","Diplectrum bivittatum","Serranidae "
"440","Dwarf Sand Perch","2/12/23",4,"Deep",27,"3-4cm","James","","Harlequin Seabass",NA,"39","Diplectrum bivittatum","Serranidae "
"441","Dwarf Sand Perch","2/16/23",7,"Shallow",1453,"3-4cm","Jordan ","","",NA,"","Diplectrum bivittatum","Serranidae "
"442","Dwarf Sand Perch","2/12/23",4,"Deep",109,"4-5cm","Darian ","","",NA,"113","Diplectrum bivittatum","Serranidae "
"443","Dwarf Sand Perch","2/21/23",13,"Shallow",1354,"2-3cm","Jordan ","","",NA,"","Diplectrum bivittatum","Serranidae "
"444","Dwarf Sand Perch","2/26/23",21,"Shallow",762,"3-4cm","Jordan","","",NA,"","Diplectrum bivittatum","Serranidae "
"445","Dwarf Sand Perch","2/12/23",3,"Intermediate",32,"3-4cm","Natalie","","Lancer Dragonet",NA,"42","Diplectrum bivittatum","Serranidae "
"446","Dwarf Sand Perch","2/25/23",20,"Deep",871,"2-3cm","Darian","","",NA,"","Diplectrum bivittatum","Serranidae "
"447","Dwarf Sand Perch","2/18/23",8,"Intermediate",227,"2-3cm","Jordan","","",NA,"","Diplectrum bivittatum","Serranidae "
"448","Dwarf Sand Perch","2/16/23",6,"Deep",1119,"3-4cm","James","","",NA,"","Diplectrum bivittatum","Serranidae "
"449","Dwarf Sand Perch","2/12/23",1,"Intermediate",118,"4-5cm","Greg","","",NA,"122","Diplectrum bivittatum","Serranidae "
"450","Dwarf Sand Perch","2/12/23",3,"Intermediate",33,"3-4cm","Natalie","","Lane Snapper",NA,"43","Diplectrum bivittatum","Serranidae "
"451","Dwarf Sand Perch","2/12/23",3,"Intermediate",123,"3-4cm","Greg","","",NA,"127","Diplectrum bivittatum","Serranidae "
"452","Dwarf Sand Perch","2/16/23",5,"Deep",346,"2-3cm","James","","",NA,"","Diplectrum bivittatum","Serranidae "
"453","Dwarf Sand Perch","2/26/23",21,"Shallow",758,"2-3cm","Jordan","","",NA,"","Diplectrum bivittatum","Serranidae "
"454","Dwarf Sand Perch","2/12/23",1,"Shallow",53,"3-4cm","Darian ","","Rosy Blenny",NA,"61","Diplectrum bivittatum","Serranidae "
"455","Dwarf Sand Perch","2/18/23",8,"Intermediate",238,"2-3cm","Sabrina","","",NA,"","Diplectrum bivittatum","Serranidae "
"456","Dwarf Sand Perch","2/18/23",11,"Deep",1199,"2-3cm","Greg","","",NA,"","Diplectrum bivittatum","Serranidae "
"457","Dwarf Sand Perch","2/25/23",20,"Deep",869,"2-3cm","Darian","","",NA,"","Diplectrum bivittatum","Serranidae "
"458","Dwarf Sand Perch","2/21/23",13,"Shallow",1353,"<2","Jordan ","","",NA,"","Diplectrum bivittatum","Serranidae "
"459","Dwarf Sand Perch","2/18/23",11,"Deep",1200,"2-3cm","Greg","","",NA,"","Diplectrum bivittatum","Serranidae "
"460","Dwarf Sand Perch","2/12/23",1,"Intermediate",117,"4-5cm","Greg","","",NA,"121","Diplectrum bivittatum","Serranidae "
"461","Dwarf Sand Perch","2/12/23",1,"Shallow",49,"3-4cm","Darian ","","Rainbow Wrasse",NA,"57","Diplectrum bivittatum","Serranidae "
"462","Dwarf Sand Perch","2/12/23",1,"Shallow",64,"2-3cm","Madi","","Smooth Trunkfish",NA,"68","Diplectrum bivittatum","Serranidae "
"463","Dwarf Sand Perch","2/18/23",11,"Deep",1198,"<2","Greg","","",NA,"","Diplectrum bivittatum","Serranidae "
"464","Dwarf Sand Perch","2/25/23",20,"Deep",870,"2-3cm","Darian","","",NA,"","Diplectrum bivittatum","Serranidae "
"465","Dwarf Sand Perch","2/12/23",1,"Shallow",52,"3-4cm","Darian ","","Redtail Parrotfish",NA,"60","Diplectrum bivittatum","Serranidae "
"466","Dwarf Sand Perch","2/12/23",1,"Shallow",65,"2-3cm","Madi","","Snapper Species",NA,"69","Diplectrum bivittatum","Serranidae "
"467","Dwarf Sand Perch","2/21/23",13,"Shallow",1355,"2-3cm","Jordan ","","",NA,"","Diplectrum bivittatum","Serranidae "
"468","Flying Gurnard","2/18/23",11,"Deep",1195,"<2","Avery","","",NA,"","Dactylopterus volitan","Dactylopteridae"
"469","Flying Gurnard","2/25/23",24,"Shallow",656,"6-10cm","Kianna","","Flying Gurnard",NA,"","Dactylopterus volitan","Dactylopteridae"
"470","French Grunt","2/16/23",5,"Deep",361,"2-3cm","James","","",NA,"","Haemulon flavolineatum","Haemulidae"
"471","French Grunt","2/16/23",5,"Deep",360,"2-3cm","James","","",NA,"","Haemulon flavolineatum","Haemulidae"
"472","French Grunt","2/16/23",5,"Deep",362,"3-4cm","James","","",NA,"","Haemulon flavolineatum","Haemulidae"
"473","Goldline Blenny","2/16/23",4,"Shallow",309,"<2","Jordan","","",NA,"","Malacoctenus aurolineatus","Labrisomidae"
"474","Green Razorfish","2/18/23",9,"Shallow",1494,"<2","Kianna","Green razorfish","",NA,"","Xyrichtys splendens","Labridae"
"475","Green Razorfish","2/24/23",16,"Shallow",1086,"4-5cm","Stefanie","","",NA,"","Xyrichtys splendens","Labridae"
"476","Green Razorfish","2/24/23",16,"Shallow",1087,"4-5cm","Stefanie","","",NA,"","Xyrichtys splendens","Labridae"
"477","Green Razorfish","2/24/23",16,"Shallow",1084,"4-5cm","Stefanie","","",NA,"","Xyrichtys splendens","Labridae"
"478","Green Razorfish","2/24/23",16,"Shallow",1085,"4-5cm","Stefanie","","",NA,"","Xyrichtys splendens","Labridae"
"479","Green Razorfish","2/24/23",16,"Shallow",1088,"4-5cm","Stefanie","","",NA,"","Xyrichtys splendens","Labridae"
"480","Green Razorfish","2/18/23",9,"Shallow",1500,"11-15cm","Kianna","Green razorfish","",NA,"","Xyrichtys splendens","Labridae"
"481","Green Razorfish","2/24/23",16,"Shallow",1089,"4-5cm","Stefanie","","",NA,"","Xyrichtys splendens","Labridae"
"482","Green Razorfish","2/18/23",9,"Shallow",1495,"2-3cm","Kianna","Green razorfish","",NA,"","Xyrichtys splendens","Labridae"
"483","Green Razorfish","2/18/23",9,"Shallow",1499,"11-15cm","Kianna","Green razorfish","",NA,"","Xyrichtys splendens","Labridae"
"484","Green Razorfish","2/18/23",9,"Shallow",1491,"11-15cm","Stef","Green razorfish","",NA,"","Xyrichtys splendens","Labridae"
"485","Green Razorfish","2/12/23",3,"Intermediate",34,"<2","Natalie","","Lizardfish Species",NA,"44","Xyrichtys splendens","Labridae"
"486","Green Razorfish","2/21/23",13,"Intermediate",278,"<2","Stef","","",NA,"","Xyrichtys splendens","Labridae"
"487","Green Razorfish","2/24/23",16,"Shallow",1096,"6-10cm","Stefanie","","",NA,"","Xyrichtys splendens","Labridae"
"488","Green Razorfish","2/18/23",11,"Shallow",1377,"3-4cm","Kianna","","",NA,"","Xyrichtys splendens","Labridae"
"489","Green Razorfish","2/24/23",16,"Shallow",1095,"6-10cm","Stefanie","","",NA,"","Xyrichtys splendens","Labridae"
"490","Green Razorfish","2/24/23",16,"Shallow",1097,"6-10cm","Stefanie","","",NA,"","Xyrichtys splendens","Labridae"
"491","Green Razorfish","2/18/23",9,"Shallow",1496,"3-4cm","Kianna","Green razorfish","",NA,"","Xyrichtys splendens","Labridae"
"492","Green Razorfish","2/18/23",9,"Shallow",1492,"11-15cm","Stef","Green razorfish","",NA,"","Xyrichtys splendens","Labridae"
"493","Green Razorfish","2/24/23",16,"Shallow",1083,"3-4cm","Stefanie","","",NA,"","Xyrichtys splendens","Labridae"
"494","Green Razorfish","2/18/23",9,"Shallow",1490,"11-15cm","Stef","Green razorfish","",NA,"","Xyrichtys splendens","Labridae"
"495","Green Razorfish","2/24/23",16,"Shallow",1090,"4-5cm","Stefanie","","",NA,"","Xyrichtys splendens","Labridae"
"496","Green Razorfish","2/24/23",16,"Shallow",1092,"6-10cm","Stefanie","","",NA,"","Xyrichtys splendens","Labridae"
"497","Green Razorfish","2/18/23",9,"Shallow",1489,"6-10cm","Stef","Green razorfish","",NA,"","Xyrichtys splendens","Labridae"
"498","Green Razorfish","2/24/23",16,"Shallow",1091,"6-10cm","Stefanie","","",NA,"","Xyrichtys splendens","Labridae"
"499","Green Razorfish","2/12/23",1,"Intermediate",119,"6-10cm","Greg","","",NA,"123","Xyrichtys splendens","Labridae"
"500","Green Razorfish","2/18/23",11,"Shallow",1383,"4-5cm","Natalie","","",NA,"","Xyrichtys splendens","Labridae"
"501","Green Razorfish","2/18/23",9,"Shallow",1498,"4-5cm","Kianna","Green razorfish","",NA,"","Xyrichtys splendens","Labridae"
"502","Green Razorfish","2/24/23",16,"Shallow",1094,"6-10cm","Stefanie","","",NA,"","Xyrichtys splendens","Labridae"
"503","Green Razorfish","2/24/23",16,"Shallow",1093,"6-10cm","Stefanie","","",NA,"","Xyrichtys splendens","Labridae"
"504","Green Razorfish","2/18/23",9,"Shallow",1497,"4-5cm","Kianna","Green razorfish","",NA,"","Xyrichtys splendens","Labridae"
"505","Green Razorfish","2/18/23",9,"Shallow",1493,"11-15cm","Stef","Green razorfish","",NA,"","Xyrichtys splendens","Labridae"
"506","Green Razorfish","2/18/23",11,"Shallow",1379,"4-5cm","Kianna","","",NA,"","Xyrichtys splendens","Labridae"
"507","Green Razorfish","2/18/23",11,"Shallow",1376,"2-3cm","Kianna","","",NA,"","Xyrichtys splendens","Labridae"
"508","Green Razorfish","2/24/23",16,"Shallow",1082,"3-4cm","Stefanie","","",NA,"","Xyrichtys splendens","Labridae"
"509","Green Razorfish","2/18/23",11,"Shallow",1378,"4-5cm","Kianna","","",NA,"","Xyrichtys splendens","Labridae"
"510","Greenblotch Parrotfish","2/12/23",1,"Shallow",58,"11-15cm","Darian ","","",NA,"","Sparisoma atomarium","Scaridae"
"511","Greenblotch Parrotfish","2/12/23",1,"Shallow",54,"6-10cm","Darian ","","Black Bar Solider",NA,"","Sparisoma atomarium","Scaridae"
"512","Greenblotch Parrotfish","2/12/23",1,"Shallow",57,"11-15cm","Darian ","","",NA,"","Sparisoma atomarium","Scaridae"
"513","Greenblotch Parrotfish","2/18/23",11,"Intermediate",263,"3-4cm","Stef","","",NA,"","Sparisoma atomarium","Scaridae"
"514","Greenblotch Parrotfish","2/24/23",17,"Intermediate",1049,"<2","Stefanie","","",NA,"","Sparisoma atomarium","Scaridae"
"515","Greenblotch Parrotfish","2/24/23",17,"Intermediate",1056,"4-5cm","Stefanie","","",NA,"","Sparisoma atomarium","Scaridae"
"516","Greenblotch Parrotfish","2/12/23",1,"Shallow",56,"11-15cm","Darian ","","",NA,"","Sparisoma atomarium","Scaridae"
"517","Greenblotch Parrotfish","2/12/23",1,"Shallow",55,"6-10cm","Darian ","","",NA,"","Sparisoma atomarium","Scaridae"
"518","Greenblotch Parrotfish","2/21/23",13,"Intermediate",281,"3-4cm","Kianna","","",NA,"","Sparisoma atomarium","Scaridae"
"519","Greenblotch Parrotfish","2/24/23",17,"Intermediate",1048,"<2","Stefanie","","",NA,"","Sparisoma atomarium","Scaridae"
"520","Greenblotch Parrotfish","2/24/23",17,"Intermediate",1055,"3-4cm","Stefanie","","",NA,"","Sparisoma atomarium","Scaridae"
"521","Greenblotch Parrotfish","2/26/23",22,"Intermediate",734,"<2","Stefanie","","",NA,"","Sparisoma atomarium","Scaridae"
"522","Greenblotch Parrotfish","2/18/23",11,"Intermediate",262,"3-4cm","Stef","","",NA,"","Sparisoma atomarium","Scaridae"
"523","Greenblotch Parrotfish","2/24/23",17,"Intermediate",1051,"2-3cm","Stefanie","","",NA,"","Sparisoma atomarium","Scaridae"
"524","Greenblotch Parrotfish","2/26/23",23,"Intermediate",800,"<2","Stefanie","","",NA,"","Sparisoma atomarium","Scaridae"
"525","Greenblotch Parrotfish","2/24/23",17,"Intermediate",1047,"<2","Stefanie","","",NA,"","Sparisoma atomarium","Scaridae"
"526","Greenblotch Parrotfish","2/24/23",17,"Intermediate",1052,"2-3cm","Stefanie","","",NA,"","Sparisoma atomarium","Scaridae"
"527","Greenblotch Parrotfish","2/24/23",17,"Intermediate",1050,"<2","Stefanie","","",NA,"","Sparisoma atomarium","Scaridae"
"528","Greenblotch Parrotfish","2/25/23",20,"Intermediate",564,"2-3cm","Karl","","",NA,"","Sparisoma atomarium","Scaridae"
"529","Greenblotch Parrotfish","2/24/23",17,"Intermediate",1053,"2-3cm","Stefanie","","",NA,"","Sparisoma atomarium","Scaridae"
"530","Greenblotch Parrotfish","2/16/23",4,"Intermediate",191,"2-3cm","Stef","","",NA,"195","Sparisoma atomarium","Scaridae"
"531","Greenblotch Parrotfish","2/24/23",17,"Intermediate",1054,"3-4cm","Stefanie","","",NA,"","Sparisoma atomarium","Scaridae"
"532","Hamlet Species","2/21/23",13,"Shallow",1324,"6-10cm","Madi","","",NA,"","","Serranidae "
"533","Hamlet Species","2/21/23",14,"Deep",1297,"3-4cm","James","","",NA,"","","Serranidae "
"534","Hamlet Species","2/16/23",4,"Shallow",307,"<2","Jordan","","",NA,"","","Serranidae "
"535","Hamlet Species","2/16/23",5,"Shallow",312,"3-4cm","Jordan","","",NA,"","","Serranidae "
"536","Hamlet Species","2/21/23",14,"Deep",1292,"<2","James","","",NA,"","","Serranidae "
"537","Hamlet Species","2/12/23",4,"Deep",28,"3-4cm","James","","unknown Flounder",NA,"","","Serranidae "
"538","Hamlet Species","2/12/23",3,"Deep",104,"2-3cm","Avery","","",NA,"108","","Serranidae "
"539","Hamlet Species","2/12/23",2,"Shallow",85,"3-4cm","Madi","","Barred Hamlet",NA,"89","","Serranidae "
"540","Hamlet Species","2/21/23",14,"Deep",1295,"<2","James","","",NA,"","","Serranidae "
"541","Hamlet Species","2/18/23",8,"Shallow",1485,"4-5cm","Kianna ","","",NA,"","","Serranidae "
"542","Hamlet Species","2/21/23",14,"Deep",1296,"<2","James","","",NA,"","","Serranidae "
"543","Hamlet Species","2/16/23",4,"Shallow",308,"<2","Jordan","","",NA,"","","Serranidae "
"544","Hamlet Species","2/21/23",14,"Deep",1294,"<2","James","","",NA,"","","Serranidae "
"545","Hamlet Species","2/16/23",5,"Shallow",311,"3-4cm","Jordan","","",NA,"","","Serranidae "
"546","Hamlet Species","2/12/23",4,"Deep",29,"3-4cm","James","","",NA,"","","Serranidae "
"547","Hamlet Species","2/21/23",14,"Deep",1293,"<2","James","","",NA,"","","Serranidae "
"548","Hovering Dartfish","2/25/23",20,"Intermediate",578,"2-3cm","Sabrina","","",NA,"","Ptereleotris helenae ","Gobiidae"
"549","Hovering Dartfish","2/25/23",20,"Intermediate",580,"2-3cm","Sabrina","","",NA,"","Ptereleotris helenae ","Gobiidae"
"550","Hovering Dartfish","2/25/23",20,"Intermediate",577,"2-3cm","Sabrina","","",NA,"","Ptereleotris helenae ","Gobiidae"
"551","Hovering Dartfish","2/16/23",8,"Deep",155,"4-5cm","Greg","","",NA,"159","Ptereleotris helenae ","Gobiidae"
"552","Hovering Dartfish","2/25/23",20,"Intermediate",579,"2-3cm","Sabrina","","",NA,"","Ptereleotris helenae ","Gobiidae"
"553","Lane Snapper","2/21/23",14,"Intermediate",293,"<2","Stef","","",NA,"","Lutjanus synagris","Lutjanidae"
"554","Lane Snapper","2/21/23",13,"Deep",1278,"2-3cm","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"555","Lane Snapper","2/26/23",22,"Deep",841,"2-3cm","Greg","","",NA,"","Lutjanus synagris","Lutjanidae"
"556","Lane Snapper","2/25/23",20,"Deep",384,"3-4cm","Greg","","",NA,"","Lutjanus synagris","Lutjanidae"
"557","Lane Snapper","2/21/23",14,"Intermediate",292,"<2","Stef","","",NA,"","Lutjanus synagris","Lutjanidae"
"558","Lane Snapper","2/25/23",20,"Deep",386,"11-15cm","Greg","","",NA,"","Lutjanus synagris","Lutjanidae"
"559","Lane Snapper","2/25/23",20,"Deep",903,"4-5cm","Greg","","",NA,"","Lutjanus synagris","Lutjanidae"
"560","Lane Snapper","2/25/23",20,"Deep",383,"<2","Greg","","",NA,"","Lutjanus synagris","Lutjanidae"
"561","Lane Snapper","2/25/23",20,"Deep",385,"4-5cm","Greg","","",NA,"","Lutjanus synagris","Lutjanidae"
"562","Lane Snapper","2/24/23",16,"Deep",962,"2-3cm","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"563","Lane Snapper","2/24/23",16,"Deep",961,"2-3cm","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"564","Lane Snapper","2/25/23",21,"Deep",710,"<2","Avery","","",NA,"","Lutjanus synagris","Lutjanidae"
"565","Lane Snapper","2/25/23",21,"Deep",711,"<2","Avery","","",NA,"","Lutjanus synagris","Lutjanidae"
"566","Lane Snapper","2/25/23",24,"Deep",650,"4-5cm","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"567","Lane Snapper","2/24/23",17,"Deep",1109,"<2","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"568","Lane Snapper","2/24/23",17,"Deep",1110,"<2","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"569","Lane Snapper","2/24/23",16,"Deep",960,"2-3cm","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"570","Lane Snapper","2/25/23",20,"Deep",382,"<2","Greg","","",NA,"","Lutjanus synagris","Lutjanidae"
"571","Lane Snapper","2/26/23",22,"Deep",840,"2-3cm","Greg","","",NA,"","Lutjanus synagris","Lutjanidae"
"572","Lane Snapper","2/26/23",22,"Deep",839,"2-3cm","Greg","","",NA,"","Lutjanus synagris","Lutjanidae"
"573","Lane Snapper","2/25/23",20,"Deep",904,"11-15cm","Greg","","",NA,"","Lutjanus synagris","Lutjanidae"
"574","Lane Snapper","2/25/23",20,"Deep",902,"3-4cm","Greg","","",NA,"","Lutjanus synagris","Lutjanidae"
"575","Lane Snapper","2/25/23",21,"Deep",712,"<2","Avery","","",NA,"","Lutjanus synagris","Lutjanidae"
"576","Lane Snapper","2/25/23",19,"Shallow",619,"2-3cm","Kianna","","",NA,"","Lutjanus synagris","Lutjanidae"
"577","Lane Snapper","2/21/23",13,"Deep",1260,"2-3cm","Greg","","",NA,"","Lutjanus synagris","Lutjanidae"
"578","Lane Snapper","2/25/23",24,"Deep",649,"<2","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"579","Lane Snapper","2/25/23",24,"Deep",647,"<2","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"580","Lane Snapper","2/25/23",24,"Deep",648,"<2","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"581","Lane Snapper","2/25/23",21,"Deep",709,"<2","Avery","","",NA,"","Lutjanus synagris","Lutjanidae"
"582","Lane Snapper","2/21/23",13,"Deep",1279,"3-4cm","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"583","Lane Snapper","2/21/23",13,"Deep",1280,"4-5cm","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"584","Lane Snapper","2/26/23",23,"Deep",781,"<2","Greg","","",NA,"","Lutjanus synagris","Lutjanidae"
"585","Lane Snapper","2/25/23",20,"Deep",875,"11-15cm","Darian","","",NA,"","Lutjanus synagris","Lutjanidae"
"586","Lane Snapper","2/25/23",21,"Deep",713,"2-3cm","Avery","","",NA,"","Lutjanus synagris","Lutjanidae"
"587","Lane Snapper","2/21/23",13,"Deep",1259,"<2","Greg","","",NA,"","Lutjanus synagris","Lutjanidae"
"588","Lane Snapper","2/21/23",13,"Deep",1258,"<2","Greg","","",NA,"","Lutjanus synagris","Lutjanidae"
"589","Lane Snapper","2/24/23",16,"Deep",959,"2-3cm","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"590","Lane Snapper","2/25/23",20,"Deep",900,"<2","Greg","","",NA,"","Lutjanus synagris","Lutjanidae"
"591","Lane Snapper","2/21/23",13,"Intermediate",282,"2-3cm","Kianna","","",NA,"","Lutjanus synagris","Lutjanidae"
"592","Lane Snapper","2/25/23",20,"Deep",901,"<2","Greg","","",NA,"","Lutjanus synagris","Lutjanidae"
"593","Lane Snapper","2/25/23",20,"Deep",874,"3-4cm","Darian","","",NA,"","Lutjanus synagris","Lutjanidae"
"594","Lane Snapper","2/16/23",5,"Deep",352,"4-5cm","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"595","Lane Snapper","2/26/23",23,"Deep",782,"3-4cm","Greg","","",NA,"","Lutjanus synagris","Lutjanidae"
"596","Lane Snapper","2/25/23",24,"Deep",640,"<2","Avery","","",NA,"","Lutjanus synagris","Lutjanidae"
"597","Lane Snapper","2/16/23",5,"Deep",350,"3-4cm","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"598","Lane Snapper","2/21/23",13,"Intermediate",275,"<2","Stef","","",NA,"","Lutjanus synagris","Lutjanidae"
"599","Lane Snapper","2/16/23",8,"Deep",144,"3-4cm","Darian ","","",NA,"148","Lutjanus synagris","Lutjanidae"
"600","Lane Snapper","2/24/23",16,"Deep",965,"2-3cm","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"601","Lane Snapper","2/25/23",20,"Deep",872,"<2","Darian","","",NA,"","Lutjanus synagris","Lutjanidae"
"602","Lane Snapper","2/25/23",20,"Deep",873,"3-4cm","Darian","","",NA,"","Lutjanus synagris","Lutjanidae"
"603","Lane Snapper","2/25/23",21,"Deep",658,"3-4cm","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"604","Lane Snapper","2/25/23",24,"Deep",641,"<2","Avery","","",NA,"","Lutjanus synagris","Lutjanidae"
"605","Lane Snapper","2/16/23",5,"Deep",351,"4-5cm","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"606","Lane Snapper","2/24/23",16,"Deep",966,"2-3cm","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"607","Lane Snapper","2/16/23",5,"Deep",348,"3-4cm","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"608","Lane Snapper","2/16/23",5,"Deep",349,"3-4cm","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"609","Lane Snapper","2/24/23",16,"Deep",963,"2-3cm","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"610","Lane Snapper","2/24/23",16,"Deep",964,"2-3cm","James","","",NA,"","Lutjanus synagris","Lutjanidae"
"611","Masked Goby","2/26/23",23,"Deep",789,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"612","Masked Goby","2/25/23",21,"Deep",672,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"613","Masked Goby","2/21/23",13,"Deep",1282,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"614","Masked Goby","2/25/23",24,"Shallow",655,"<2","Kianna","","",NA,"","Coryphopterus personatus","Gobiidae"
"615","Masked Goby","2/26/23",23,"Deep",790,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"616","Masked Goby","2/25/23",21,"Deep",666,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"617","Masked Goby","2/25/23",21,"Deep",671,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"618","Masked Goby","2/25/23",21,"Deep",668,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"619","Masked Goby","2/25/23",21,"Deep",664,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"620","Masked Goby","2/25/23",21,"Deep",667,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"621","Masked Goby","2/21/23",14,"Intermediate",304,"<2","Kianna","","",NA,"","Coryphopterus personatus","Gobiidae"
"622","Masked Goby","2/26/23",23,"Deep",788,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"623","Masked Goby","2/21/23",13,"Intermediate",284,"<2","Kianna","","",NA,"","Coryphopterus personatus","Gobiidae"
"624","Masked Goby","2/21/23",13,"Intermediate",283,"<2","Kianna","","",NA,"","Coryphopterus personatus","Gobiidae"
"625","Masked Goby","2/25/23",24,"Deep",653,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"626","Masked Goby","2/21/23",13,"Deep",1281,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"627","Masked Goby","2/21/23",12,"Shallow",1375,"3-4cm","Madi","","",NA,"","Coryphopterus personatus","Gobiidae"
"628","Masked Goby","2/26/23",22,"Deep",819,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"629","Masked Goby","2/25/23",21,"Deep",678,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"630","Masked Goby","2/21/23",14,"Intermediate",301,"<2","Kianna","","",NA,"","Coryphopterus personatus","Gobiidae"
"631","Masked Goby","2/24/23",15,"Shallow",941,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"632","Masked Goby","2/25/23",21,"Deep",677,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"633","Masked Goby","2/16/23",6,"Intermediate",206,"<2","Madi","","",NA,"","Coryphopterus personatus","Gobiidae"
"634","Masked Goby","2/25/23",21,"Deep",665,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"635","Masked Goby","2/16/23",6,"Intermediate",208,"<2","Madi","","",NA,"","Coryphopterus personatus","Gobiidae"
"636","Masked Goby","2/16/23",6,"Intermediate",207,"<2","Madi","","",NA,"","Coryphopterus personatus","Gobiidae"
"637","Masked Goby","2/25/23",24,"Shallow",654,"<2","Kianna","","",NA,"","Coryphopterus personatus","Gobiidae"
"638","Masked Goby","2/24/23",15,"Deep",513,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"639","Masked Goby","2/25/23",21,"Deep",681,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"640","Masked Goby","2/21/23",13,"Intermediate",285,"2-3cm","Kianna","","",NA,"","Coryphopterus personatus","Gobiidae"
"641","Masked Goby","2/25/23",21,"Deep",670,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"642","Masked Goby","2/25/23",21,"Deep",669,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"643","Masked Goby","2/25/23",19,"Intermediate",631,"<2","Kianna","","",NA,"","Coryphopterus personatus","Gobiidae"
"644","Masked Goby","2/16/23",7,"Shallow",1408,"4-5cm","Stef","","",NA,"","Coryphopterus personatus","Gobiidae"
"645","Masked Goby","2/16/23",7,"Deep",1139,"2-3cm","Darian","","",NA,"","Coryphopterus personatus","Gobiidae"
"646","Masked Goby","2/21/23",14,"Intermediate",302,"<2","Kianna","","",NA,"","Coryphopterus personatus","Gobiidae"
"647","Masked Goby","2/25/23",21,"Deep",676,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"648","Masked Goby","2/12/23",2,"Shallow",70,"2-3cm","Kianna","","Threespot Damselfish",NA,"74","Coryphopterus personatus","Gobiidae"
"649","Masked Goby","2/25/23",24,"Deep",652,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"650","Masked Goby","2/25/23",21,"Deep",675,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
